train_size,y_true,y_pred,accuracy,f1_macro,f1_micro,f1_weighted,kappa
5,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
5,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
8,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0.45454545454545453,0.45,0.45454545454545453,0.45454545454545453,-0.10000000000000009
8,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0.36363636363636365,0.3418803418803419,0.36363636363636365,0.35275835275835277,-0.30508474576271194
8,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
8,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5454545454545454,0.35294117647058826,0.5454545454545454,0.3850267379679144,0.0
10,"[0, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5555555555555556,0.35714285714285715,0.5555555555555556,0.39682539682539686,0.0
10,"[0, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1]",0.3333333333333333,0.325,0.3333333333333333,0.3333333333333333,-0.34999999999999987
10,"[1, 1, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 0]",0.3333333333333333,0.325,0.3333333333333333,0.3333333333333333,-0.34999999999999987
10,"[0, 1, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5555555555555556,0.35714285714285715,0.5555555555555556,0.39682539682539686,0.0
10,"[1, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 0]",0.4444444444444444,0.41558441558441556,0.4444444444444444,0.43001443001442996,-0.15384615384615397
10,"[1, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 1]",0.1111111111111111,0.1,0.1111111111111111,0.1111111111111111,-0.7999999999999998
10,"[1, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 1]",0.5555555555555556,0.55,0.5555555555555556,0.5555555555555556,0.10000000000000009
10,"[0, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 1]",0.4444444444444444,0.41558441558441556,0.4444444444444444,0.43001443001442996,-0.15384615384615397
10,"[1, 0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.4444444444444444,0.3076923076923077,0.4444444444444444,0.27350427350427353,0.0
10,"[0, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0]",0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,-0.5365853658536586
12,"[0, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0]",0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.15999999999999992
12,"[0, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0]",0.2857142857142857,0.2222222222222222,0.2857142857142857,0.25396825396825395,-0.5217391304347827
12,"[1, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 1]",0.0,0.0,0.0,0.0,-0.9600000000000002
12,"[1, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 1]",0.14285714285714285,0.125,0.14285714285714285,0.10714285714285714,-0.6153846153846154
12,"[0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]",0.5714285714285714,0.36363636363636365,0.5714285714285714,0.4155844155844156,0.0
12,"[1, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1]",0.14285714285714285,0.125,0.14285714285714285,0.14285714285714285,-0.75
12,"[1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 0]",0.42857142857142855,0.41666666666666663,0.42857142857142855,0.42857142857142855,-0.16666666666666674
12,"[1, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1]",0.2857142857142857,0.2222222222222222,0.2857142857142857,0.25396825396825395,-0.5217391304347827
12,"[0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1]",0.14285714285714285,0.125,0.14285714285714285,0.14285714285714285,-0.75
12,"[0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 1]",0.14285714285714285,0.125,0.14285714285714285,0.10714285714285714,-0.6153846153846154
13,"[0, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1]",0.5,0.4857142857142857,0.5,0.48571428571428577,0.0
13,"[0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 0]",0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,-0.6666666666666667
13,"[1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1]",0.0,0.0,0.0,0.0,-1.0
13,"[1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]",0.3333333333333333,0.25,0.3333333333333333,0.25,-0.33333333333333326
13,"[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
13,"[1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1]",0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,-0.6666666666666667
13,"[0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0]",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.33333333333333326
13,"[0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0]",0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,-0.6666666666666667
13,"[0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0]",0.5,0.3333333333333333,0.5,0.3333333333333333,0.0
13,"[1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1]",0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,-0.6666666666666667
